,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
394,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,1,1,0
395,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,1,0,0,1,0
396,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,1,1,0
397,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,0,0,0
398,Jennifer visited Florida with her grandparents.,1,0,0,0,0,0,0,0
399,Jennifer visited Florida with her grandparents.,1,0,0,0,0,0,0,0
400,Jennifer visited Florida with her grandparents.,1,1,0,0,0,0,0,0
401,Jennifer visited Florida with her grandparents.,1,0,0,0,0,0,0,1
402,Jennifer visited Florida with her grandparents.,1,1,0,0,0,0,0,0
403,Jennifer visited Florida with her grandparents.,1,1,0,1,0,0,0,1
404,"They stayed in a resort, and their room had a backyard.",1,0,0,0,0,0,0,0
405,"They stayed in a resort, and their room had a backyard.",1,0,0,1,0,0,0,0
406,"They stayed in a resort, and their room had a backyard.",1,1,0,1,0,1,0,1
407,Jennifer woke up early one day and noticed cranes out back.,1,0,0,0,0,0,0,0
408,Jennifer woke up early one day and noticed cranes out back.,1,0,0,0,0,0,0,0
409,Jennifer woke up early one day and noticed cranes out back.,1,0,0,1,0,0,0,1
410,"Excited, she ran in to get bread.",1,1,0,1,0,0,0,1
411,"Excited, she ran in to get bread.",1,0,0,1,0,0,0,1
412,"The cranes are out of her hand, and she enjoyed it very much.",1,0,0,0,0,0,0,0
413,"The cranes are out of her hand, and she enjoyed it very much.",1,1,1,1,1,1,1,1
414,"The cranes are out of her hand, and she enjoyed it very much.",1,1,0,1,0,0,0,1
415,Martha was very insecure with herself,0,0,1,0,1,1,0,0
416,Martha was very insecure with herself,0,0,1,1,1,1,1,1
417,Martha was very insecure with herself,0,0,0,0,1,1,0,0
418,She had a boyfriend named Alain,0,0,1,0,1,0,0,1
419,She had a boyfriend named Alain,0,0,1,0,1,0,0,1
420,She had a boyfriend named Alain,0,0,1,0,1,0,1,0
421,She would constantly accuse him of cheating,0,1,0,1,1,1,1,0
422,She would constantly accuse him of cheating,0,1,0,1,1,1,0,0
423,She would constantly accuse him of cheating,0,0,0,0,1,1,1,0
424,She would constantly accuse him of cheating,0,0,1,0,1,1,1,0
425,She would constantly accuse him of cheating,0,0,1,0,1,0,0,0
426,She would constantly accuse him of cheating,0,0,1,0,1,1,1,1
427,One day things got so bad and they got in a fight,0,0,0,0,1,0,0,0
428,One day things got so bad and they got in a fight,0,0,0,0,1,1,1,0
429,One day things got so bad and they got in a fight,0,0,1,0,1,0,1,0
430,One day things got so bad and they got in a fight,0,0,0,0,1,0,0,0
431,One day things got so bad and they got in a fight,0,0,1,0,1,1,1,1
432,One day things got so bad and they got in a fight,0,0,1,0,1,1,1,0
433,Alain reassured martha of his love for her and they were happy.,1,1,0,1,0,0,0,0
434,Alain reassured martha of his love for her and they were happy.,1,0,0,0,0,0,0,0
435,Alain reassured martha of his love for her and they were happy.,0,0,0,0,1,1,0,0
436,Alain reassured martha of his love for her and they were happy.,0,1,0,0,0,0,0,0
437,Alain reassured martha of his love for her and they were happy.,1,1,1,0,0,0,0,0
438,Alain reassured martha of his love for her and they were happy.,1,1,0,1,0,0,0,1
439,Nora's female cat ran away from home.,0,0,1,1,1,0,0,0
440,Nora's female cat ran away from home.,0,0,1,0,1,1,0,0
441,Nora's female cat ran away from home.,0,1,1,1,1,0,0,0
442,Nora's female cat ran away from home.,0,0,0,0,1,0,0,0
443,Nora's female cat ran away from home.,0,0,1,0,1,0,0,0
444,Nora's female cat ran away from home.,0,0,1,0,1,0,0,0
445,Nora was devastated!,0,0,0,0,1,0,0,0
446,Nora was devastated!,0,0,1,1,1,0,0,1
447,Nora was devastated!,1,1,0,1,0,0,0,1
448,"Then a neighbor returned the cat, which had been in his yard.",1,1,0,0,0,0,0,0
449,"Then a neighbor returned the cat, which had been in his yard.",1,1,0,1,0,0,0,0
450,"Then a neighbor returned the cat, which had been in his yard.",1,1,0,1,0,0,0,1
451,"He warned Nora that he had a male cat, but Nora only smiled.",1,0,1,1,0,0,1,0
452,"He warned Nora that he had a male cat, but Nora only smiled.",1,1,0,0,0,0,0,0
453,"He warned Nora that he had a male cat, but Nora only smiled.",0,0,0,1,0,1,1,0
454,"He warned Nora that he had a male cat, but Nora only smiled.",1,0,0,0,0,0,0,0
455,"He warned Nora that he had a male cat, but Nora only smiled.",0,1,0,1,0,0,0,0
456,"He warned Nora that he had a male cat, but Nora only smiled.",1,1,0,1,0,0,0,1
457,She wasn't worried because she had had her cat fixed!,0,1,0,1,0,0,0,0
458,She wasn't worried because she had had her cat fixed!,1,1,0,1,0,1,0,1
459,She wasn't worried because she had had her cat fixed!,1,1,0,1,0,0,0,1
460,The dog wandered out on the street one day.,1,0,0,0,0,0,0,1
461,The dog wandered out on the street one day.,0,0,1,1,0,0,0,0
462,The dog wandered out on the street one day.,0,0,1,1,1,0,0,1
463,The dog wandered out on the street one day.,0,0,1,1,1,0,1,0
464,The dog wandered out on the street one day.,0,0,1,1,0,0,0,0
465,The dog wandered out on the street one day.,0,0,1,0,1,0,0,0
466,It was killed by a car.,0,0,1,1,1,1,1,0
467,It was killed by a car.,0,0,0,0,1,0,1,0
468,She bought the same type of dog a year later.,1,0,0,0,0,0,0,0
469,She bought the same type of dog a year later.,1,0,0,0,0,0,0,0
470,She bought the same type of dog a year later.,0,1,1,1,1,1,1,1
471,She keeps a close eye on it.,0,0,1,0,1,1,1,1
472,She keeps a close eye on it.,1,1,0,1,0,0,0,1
473,She keeps a close eye on it.,0,0,1,0,0,0,0,1
474,"Monday is Barry's 45th birthday, two days away.",1,0,0,0,0,0,0,0
475,"Monday is Barry's 45th birthday, two days away.",1,0,0,1,0,0,0,1
476,"Monday is Barry's 45th birthday, two days away.",1,0,1,0,1,0,0,1
477,He is excited but secretly hoping there will not be a surprise party.,1,0,1,1,0,0,1,1
478,He is excited but secretly hoping there will not be a surprise party.,1,0,1,1,1,0,0,1
479,He is excited but secretly hoping there will not be a surprise party.,0,0,1,0,1,0,0,1
480,Barry's girlfriend decides this year she won't throw a party.,1,0,0,0,0,0,0,0
481,Barry's girlfriend decides this year she won't throw a party.,0,0,0,0,1,0,1,0
482,Barry's girlfriend decides this year she won't throw a party.,1,1,0,0,0,0,0,0
483,Barry's girlfriend decides this year she won't throw a party.,1,0,0,0,0,0,0,0
484,Barry's girlfriend decides this year she won't throw a party.,1,1,1,1,1,0,1,1
485,Barry's girlfriend decides this year she won't throw a party.,1,1,0,0,0,0,0,0
486,She remembered him talking about a saltwater guided fishing trip.,1,1,0,0,0,0,0,1
487,She remembered him talking about a saltwater guided fishing trip.,1,0,0,0,0,0,0,0
488,She remembered him talking about a saltwater guided fishing trip.,1,1,0,1,0,0,0,1
489,She remembered him talking about a saltwater guided fishing trip.,1,1,1,1,0,0,0,1
490,She remembered him talking about a saltwater guided fishing trip.,1,0,0,0,0,0,0,0
491,She remembered him talking about a saltwater guided fishing trip.,1,1,1,1,1,1,1,1
492,So on Monday she surprised him with the fishing trip plan and passes.,1,1,0,1,0,0,0,1
493,So on Monday she surprised him with the fishing trip plan and passes.,1,0,0,1,0,0,0,1
494,So on Monday she surprised him with the fishing trip plan and passes.,1,1,0,0,0,0,0,1
495,So on Monday she surprised him with the fishing trip plan and passes.,1,1,0,1,0,0,0,1
496,So on Monday she surprised him with the fishing trip plan and passes.,1,1,0,1,0,0,0,1
497,While on her way to school Mary's backpack broke.,0,0,0,1,1,1,1,0
498,While on her way to school Mary's backpack broke.,0,0,1,1,1,0,0,1
499,While on her way to school Mary's backpack broke.,0,0,0,1,1,1,0,0
500,Her books fell all over the sidewalk.,0,0,0,1,0,1,0,0
501,Her books fell all over the sidewalk.,1,1,1,1,1,1,1,1
502,Her books fell all over the sidewalk.,0,0,0,1,0,0,1,0
503,She decided to go to the mall the next day.,0,0,0,0,1,0,1,1
504,She decided to go to the mall the next day.,0,0,0,0,0,1,0,1
505,She decided to go to the mall the next day.,0,0,0,0,0,0,0,0
506,While searching for a new bag she found a very beautiful one.,1,0,0,1,0,0,0,1
507,While searching for a new bag she found a very beautiful one.,1,0,0,0,0,0,0,1
508,While searching for a new bag she found a very beautiful one.,1,0,0,1,0,0,0,1
509,The new bag is much stronger and she receives many compliments.,1,1,0,0,0,0,0,0
510,The new bag is much stronger and she receives many compliments.,1,0,0,0,0,0,0,1
511,The new bag is much stronger and she receives many compliments.,1,1,0,0,0,0,0,1
512,Tony had just moved into a new home.,1,0,0,0,0,0,0,0
513,Tony had just moved into a new home.,1,0,0,0,0,0,0,0
514,Tony had just moved into a new home.,1,1,1,1,0,0,0,1
515,He had dozens of boxes to unpack.,0,0,0,0,1,1,0,0
516,He had dozens of boxes to unpack.,0,0,1,0,1,0,1,1
517,He had dozens of boxes to unpack.,0,0,0,0,0,1,0,1
518,He invited his friends over to help him.,1,1,0,1,0,0,0,1
519,He invited his friends over to help him.,0,1,1,0,0,0,1,1
520,He invited his friends over to help him.,1,1,0,0,0,0,0,1
521,He invited his friends over to help him.,1,0,0,1,0,0,0,0
522,He invited his friends over to help him.,1,1,0,1,0,0,0,1
523,He invited his friends over to help him.,1,1,0,0,0,0,0,1
524,The work was done quickly.,1,1,0,1,0,0,0,1
525,The work was done quickly.,1,0,0,0,0,0,0,0
526,Tony ordered pizza for his friends in appreciation.,1,1,0,1,0,0,0,1
527,Tony ordered pizza for his friends in appreciation.,1,1,0,0,0,0,0,0
528,Tony ordered pizza for his friends in appreciation.,1,1,0,0,0,0,0,0
529,Tony ordered pizza for his friends in appreciation.,1,1,0,1,0,0,0,1
530,Tony ordered pizza for his friends in appreciation.,1,1,0,0,0,0,0,1
531,Tony ordered pizza for his friends in appreciation.,1,1,0,1,0,0,0,1
532,I had my first kiss when I was 15.,1,1,0,0,0,0,0,0
533,I had my first kiss when I was 15.,1,0,0,0,0,0,0,0
534,I had my first kiss when I was 15.,1,1,0,1,0,0,0,1
535,The boy told me I was a bad kisser.,0,0,0,0,1,0,0,0
536,The boy told me I was a bad kisser.,0,0,0,1,1,1,1,1
537,The boy told me I was a bad kisser.,0,0,0,1,1,0,1,0
538,The boy told me I was a bad kisser.,0,0,0,1,1,1,1,0
539,The boy told me I was a bad kisser.,1,1,0,1,0,0,0,1
540,The boy told me I was a bad kisser.,0,0,0,0,0,1,1,0
541,I saw him again when I was older.,1,1,1,1,1,1,1,1
542,I saw him again when I was older.,0,0,0,0,0,0,0,0
543,I saw him again when I was older.,0,0,1,1,1,1,1,0
544,I decided to kiss him again.,0,0,1,0,0,0,0,1
545,I decided to kiss him again.,0,0,1,0,0,0,0,1
546,I decided to kiss him again.,1,0,0,1,0,0,1,1
547,I decided to kiss him again.,1,1,0,1,0,0,0,1
548,I decided to kiss him again.,1,1,1,1,1,1,1,1
549,I decided to kiss him again.,1,1,1,1,0,1,1,1
550,He was amazed at how good of a kisser I had become.,1,0,0,0,0,0,0,0
551,He was amazed at how good of a kisser I had become.,1,0,0,0,0,0,0,0
552,He was amazed at how good of a kisser I had become.,1,1,1,1,0,1,0,1
553,He was amazed at how good of a kisser I had become.,1,1,0,1,0,0,0,1
554,He was amazed at how good of a kisser I had become.,1,0,0,1,0,0,0,1
555,He was amazed at how good of a kisser I had become.,1,1,0,1,0,1,1,1
556,Mary and Ted found out they were expecting a baby.,1,0,0,0,0,0,0,0
557,Mary and Ted found out they were expecting a baby.,1,0,0,1,0,0,0,1
558,Mary and Ted found out they were expecting a baby.,1,1,0,1,0,0,0,1
559,Mary and Ted found out they were expecting a baby.,1,1,1,1,0,0,0,1
560,Mary and Ted found out they were expecting a baby.,1,1,0,1,0,0,0,1
561,They decided to turn the spare bedroom into a nursery.,1,1,1,1,0,0,0,1
562,They decided to turn the spare bedroom into a nursery.,1,1,0,1,0,0,0,1
563,They decided to turn the spare bedroom into a nursery.,1,0,0,0,0,0,0,0
564,They decided to turn the spare bedroom into a nursery.,1,1,1,1,0,0,0,1
565,They decided to turn the spare bedroom into a nursery.,1,1,1,1,1,1,1,1
566,They decided to turn the spare bedroom into a nursery.,1,1,1,1,0,0,0,1
567,The couple went and bought new furnishings at a baby store.,1,1,1,0,0,0,0,1
568,The couple went and bought new furnishings at a baby store.,1,1,0,0,0,0,0,1
569,The couple went and bought new furnishings at a baby store.,1,0,0,0,0,0,0,1
570,The couple went and bought new furnishings at a baby store.,1,0,0,0,0,0,0,0
571,The couple went and bought new furnishings at a baby store.,1,1,0,1,0,0,0,1
572,The couple went and bought new furnishings at a baby store.,1,1,0,0,0,0,0,1
573,They decorated and repainted the room a light green.,1,1,1,0,0,0,0,1
574,They decorated and repainted the room a light green.,1,1,1,1,0,0,0,1
575,They decorated and repainted the room a light green.,1,0,0,0,0,0,0,1
576,They decorated and repainted the room a light green.,1,0,0,0,0,0,0,0
577,They decorated and repainted the room a light green.,1,1,0,1,0,0,0,1
578,The nursery was ready for when the baby arrived.,1,0,0,1,0,0,0,1
579,The nursery was ready for when the baby arrived.,1,0,0,0,0,0,0,1
580,The nursery was ready for when the baby arrived.,1,1,1,0,0,0,0,1
581,The nursery was ready for when the baby arrived.,1,0,1,1,1,0,1,1
582,The nursery was ready for when the baby arrived.,1,1,0,1,0,0,0,1
583,The nursery was ready for when the baby arrived.,1,0,0,0,0,0,0,0
584,Julie took a large canvas tent out camping.,1,0,0,0,0,0,0,0
585,Julie took a large canvas tent out camping.,1,1,1,1,1,1,1,1
586,Julie took a large canvas tent out camping.,1,1,0,1,0,0,0,1
587,She loved the tent because it was so spacious.,1,1,0,0,0,0,0,0
588,She loved the tent because it was so spacious.,1,0,0,0,0,0,0,1
589,She loved the tent because it was so spacious.,1,0,0,0,0,0,0,0
590,After the first night it rained and the canvas tent started to leak.,0,0,0,1,1,1,1,0
591,After the first night it rained and the canvas tent started to leak.,0,0,1,1,1,1,1,0
592,After the first night it rained and the canvas tent started to leak.,1,1,0,1,0,0,0,1
593,She was miserable the whole time on this camping trip.,0,0,0,0,1,1,1,0
594,She was miserable the whole time on this camping trip.,0,0,0,0,0,0,0,0
595,Julie now uses a nylon tent when she goes camping.,1,0,0,0,0,0,0,0
596,Julie now uses a nylon tent when she goes camping.,1,1,0,0,0,0,0,1
597,Julie now uses a nylon tent when she goes camping.,0,0,0,0,1,0,0,0
598,Tom was discussing music with his friends.,1,1,0,0,0,0,0,1
599,Tom was discussing music with his friends.,1,1,0,0,0,0,0,0
600,Tom was discussing music with his friends.,1,1,0,1,0,0,0,1
601,His friends asked Tom who his favorite musician was.,0,0,0,0,0,0,0,0
602,His friends asked Tom who his favorite musician was.,1,1,0,1,0,0,0,1
603,His friends asked Tom who his favorite musician was.,0,0,0,1,0,0,0,1
604,Tom said Jimi Hendrix was the best guitar player in history.,1,0,0,0,0,0,0,0
605,Tom said Jimi Hendrix was the best guitar player in history.,1,0,0,0,0,0,0,1
606,His friends listened to Jimi Hendrix.,1,1,0,0,0,0,0,1
607,His friends listened to Jimi Hendrix.,1,1,0,1,0,0,0,1
608,His friends listened to Jimi Hendrix.,1,1,0,0,0,0,0,0
609,His friends listened to Jimi Hendrix.,1,1,0,0,0,0,0,1
610,His friends listened to Jimi Hendrix.,1,0,0,1,0,0,0,0
611,His friends agreed.,1,1,0,0,0,0,0,1
612,His friends agreed.,1,1,0,0,0,0,0,0
613,His friends agreed.,1,1,0,0,0,0,0,0
614,His friends agreed.,1,1,1,1,1,0,0,1
615,His friends agreed.,1,0,0,0,0,0,0,0
616,His friends agreed.,1,1,0,0,0,0,0,1
617,She decided to make her own.,1,1,1,0,0,0,0,1
618,She decided to make her own.,1,0,0,0,0,0,0,1
619,She decided to make her own.,1,1,0,1,0,0,0,1
620,She gathered the materials and she found a tutorial.,1,1,0,0,0,0,0,1
621,She gathered the materials and she found a tutorial.,1,1,1,1,1,1,1,1
622,She gathered the materials and she found a tutorial.,1,1,0,1,0,0,0,1
623,She worked all night sewing her new hat.,1,1,0,0,0,0,0,1
624,She worked all night sewing her new hat.,1,1,1,1,1,1,1,1
625,She worked all night sewing her new hat.,1,0,0,0,0,0,0,1
626,"At work, everyone complimented her unique hat.",1,0,0,1,0,0,0,0
627,"At work, everyone complimented her unique hat.",0,0,0,1,0,0,0,0
628,"At work, everyone complimented her unique hat.",1,1,0,1,0,0,0,0
629,"At work, everyone complimented her unique hat.",1,1,0,0,0,0,0,0
630,"At work, everyone complimented her unique hat.",1,1,1,1,1,1,1,1
631,"At work, everyone complimented her unique hat.",1,1,0,1,0,0,0,1
632,Davis never liked the idea of fishing.,0,0,0,0,0,1,1,0
633,Davis never liked the idea of fishing.,0,0,0,0,0,1,0,0
634,"However, in his town all young men are expected to fish.",0,0,1,0,1,1,0,1
635,"However, in his town all young men are expected to fish.",0,0,1,0,1,0,1,0
636,"However, in his town all young men are expected to fish.",0,0,0,0,1,0,1,0
637,Finally Davis goes fishing for sea bass.,0,0,0,0,1,0,1,0
638,Finally Davis goes fishing for sea bass.,0,0,0,0,1,0,0,0
639,He catches a mighty sea bass on his first try.,1,0,0,1,0,0,0,0
640,He catches a mighty sea bass on his first try.,1,1,0,1,0,0,0,0
641,He catches a mighty sea bass on his first try.,1,1,0,1,0,0,0,1
642,Davis decides that fishing is more fun than he thought.,1,0,0,0,0,0,0,0
643,Davis decides that fishing is more fun than he thought.,1,0,0,1,0,0,0,0
644,Davis decides that fishing is more fun than he thought.,1,1,0,1,0,0,0,1
645,All of a sudden I noticed that I spilled some paint on the rug.,0,0,1,0,0,0,1,0
646,All of a sudden I noticed that I spilled some paint on the rug.,0,0,0,1,0,1,1,0
647,All of a sudden I noticed that I spilled some paint on the rug.,0,0,0,1,1,1,1,0
648,It was a big bright spot.,0,0,1,1,0,1,1,0
649,It was a big bright spot.,0,0,1,1,1,0,1,1
650,It was a big bright spot.,0,1,0,1,1,1,1,1
651,I tried everything to get it out.,0,0,0,0,0,0,1,0
652,I tried everything to get it out.,0,0,0,0,0,0,1,0
653,I tried everything to get it out.,0,0,1,1,1,1,1,1
654,Finally I decided to just put a chair over it.,1,0,0,0,0,0,0,0
