,emotion,plutchik,selection0,selection1,label
104,"['Carefree', 'irritated', 'frustrated', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",John was getting really anxious for his upcoming birthday party.,When 6:00 am came all the alarms started going off.,1
105,"['none', 'excited.', 'amazed', 'Amazed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She pulled the tarp back and revealed a sewing machine.,The dog started sniffing intently under a bush.,0
106,"['none', 'hopeful', 'optimistic']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Betty looked all over the house but they were nowhere to be found.,So he asked out a lot of girls.,1
107,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was so happy when she bought her new car.,He pretended that he had found them.,1
108,"['shocked', 'annoyed', 'Concerned']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",I looked up and saw a sagging hole in the ceiling.,He fell and broke his arm.,0
109,"['proud', 'creative', 'hungry']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Anna slid the eggs onto a plate.,He really loved getting a good deal.,0
110,"['secretive', 'Proud', 'astonished']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Several months later, Fred heard that she had given birth.",Billy lost the dog in two weeks.,0
111,"['curious', 'confuse', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Her friend had brought extras.,I decided to look around to find the smell.,1
112,"['none', 'happy', 'nervous', 'happiness', 'content']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ray finished his segment and took a bow.,My husband called this morning to tell me that he hurt his back.,0
113,"['reliable', 'annoyed', 'interrupted']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mason liked hacking computers.,She decided to walk to the store to buy a new one.,1
114,"['none', 'resentful', 'mad', 'angry', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",When she came back the pizza was gone.,The man thawed a steak.,0
115,"['Interested', 'desire', 'attracted', 'clever', 'Surprised', 'surprised', 'happy', 'satisfied', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kate was grounded for a week as a result.,Lilo realized quickly that guys seemed to like her more.,1
116,"['irritated', 'upset', 'relaxed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Today my horrible manager got back from her vacation.,She always told everyone she was a native american.,0
117,"['sad', 'guilty', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}","At the end of the week, police tracked her down.",Lexi started to cry.,1
118,"['proud', 'none']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","And on the day of the race, the happy couple won - in a tie!",Brock now has the best auto repair business in town.,1
119,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom was at the drive through.,"The next day, he received his results.",0
120,"['none', 'frustration', 'overwhelmed', 'hot']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He was feeling very hot.,Fred briefly dated a younger woman who was in her late thirties.,0
121,"['surprised', 'disappointed', 'pain', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I had very little money.,"Since the plate was hot, it quickly dropped from his hand.",1
122,"['surprised', 'annoyed', 'confuse', 'vexed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She improved her grades in all her classes.,His teacher told him that he had to write an essay.,1
123,"['detrmined', 'hopeful', 'Focused', 'determined']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",One day I decided I wanted to become a professional baseball player.,But she was totally fooled as it was made of plants.,0
124,"['none', 'mad', 'LUCKY', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He knew that he would be evicted if he didn't figure something out.,He gave him a ticket.,1
125,"['happy', 'confident', 'relieved', 'connected']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Frank and Randy became good friends through their shyness.,My son was wearing flip flops.,0
126,"['none', 'doubtful', 'anxious', 'distressed', 'suspicious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Today she was going to can those peaches.,He secretly took the child to a lab for a DNA test.,1
127,"['none', 'grateful', 'relieved', 'thankful', 'Pitty', 'helpful', 'Qualified']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The teacher moved Tia up to the front row.,"When the baby was born, Susan got to meet her.",0
128,"['relieved', 'thankful', 'Relief', 'grateful', 'humble', 'proud', 'heroic', 'scared', 'Safe', 'distressed', 'horrible']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day Davis decided to take a long walk in his local park.,Darcy was eternally grateful to Joseph for that.,1
129,"['hopeful', 'achy', 'pain', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Annie ended up with a clean house and made her rent that day.,She didn't take any painkillers normally and decided not to this time.,1
130,"['happy', 'excited', 'exhausted', 'adventurous', 'tired']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Her parents grounded her until she could improve her grades.,"They walked for hours, up the mountain.",1
131,"['happy', 'Happy', 'Content', 'Joyful']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He went to Walmart and bought some red balloons.,Karina loves to play with blocks.,1
132,"['none', 'motivated', 'proud', 'satisfied', 'panicked', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Mark was expelled for having drugs at school.,I primarily tried to sell them in an online store.,0
133,"['none', 'nervous', 'mad', 'anticipation']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",There were no restrooms in near sight.,I told him to blow as slow as possible.,0
134,"['feel excited', 'success', 'happy', 'proud', 'rushed', 'rivaled', 'vicorious', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The shuttle arrived to the school.,I won the last three games.,1
135,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tabby was a sweet girl.,Upon meeting her again tom noticed she was acting way different.,0
136,"['smug', 'Proud', 'smart', 'stupid', 'cheated', 'Foolish']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I resealed the bottle after reading for an hour.,They both agree that meat tastes better from the cheap grill.,1
137,"['happy', 'accomplished']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He finally found his dream job.,Andrea went to the cheerleading try-out.,0
138,"['happy', 'comfortable']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They were so excited to see how much candy they would get!,Tom and Keira had been together for years.,1
139,"['distracted', 'stressed', 'Ignored', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",The general seemed distracted with other matters.,Finally they were finished making my pool after a week.,0
140,"['none', 'excited', 'amazed', 'awe']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Gina felt slightly better about the whole situation.,When he thought he'd seen everything a big turtle floated past.,1
141,"['stupid', 'sad', 'ANGRY', 'threatened', 'protective']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",She wanted to jump off of something.,"Alas, the dog bit me.",1
142,['excited'],"{'joy': 2, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He saw an ad for the job and called immediately.,The gas started to overflow.,0
143,"['inspired', 'determined', 'stalkerish']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He looked at his old boarded up house.,"After I walked away, she started to follow me.",1
144,"['sad', 'stubborn', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",He feels much less hungry afterwards.,He kept sucking his thumb.,1
145,"['none', 'happy', 'relaxed', 'excited']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His mother told him he wasn't real though.,Jasmine went to the fair after work.,1
146,"['none', 'confindent', 'excited', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There was a light breeze outside.,Tay knew he could win the race.,1
147,"['I tried a generator', 'but it never produced much light', 'HAPPY', 'Sad']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}","I tried a generator, but it never produced much light.",Her sister told on her as soon as their mom came home.,0
148,"['Fun', 'entertained', 'interested', 'none', 'inspired', 'playful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Then his landlords saw it.,My younger brother and I were golfing with plastic clubs.,1
149,"['Happy', 'proud', 'happy', 'pride.', 'satisfaction.']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Afterwards, she was very proud of her resolve.",He was so cocky that he did not notice the other players plotting.,0
150,"['loving', 'happy to stay', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kate was bored and hot during a blackout.,I want to stay with him forever.,1
151,"['excited', 'thrilled']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","So, I threw a butter knife at it and it flew away.",I was excited to go to college.,1
152,"['relieved', 'included', 'enjoyment', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Gina's mood improved when she realized she found the culprit.,"But after a few days, he was having a great time with his friends!",1
153,"['sad', 'none/unclear', 'concerned', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",It looked like it would make a good clubhouse.,But she now realizes she is lonely.,1
154,"['nurturing', 'affection', 'giving', 'Like a servant', 'happy', 'determined']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kay decided to make pancakes for her family.,She laid her head on the keyboard.,0
155,"['annoyed', 'bossy', 'reluctant', 'upset']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Candy asked her son to mow the lawn.,The store was very busy and crowded.,0
156,"['relieved', 'shocked']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Courtney had always wanted a hedgehog.,She was surprised by how painful and quick it all was.,1
157,"['glad', 'proud', 'content', 'happy', 'grateful', 'cheerful']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Andy recently graduated from college with his degree in art.,My daughter was very happy.,1
158,"['none', 'happy', 'proud', 'observant']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ella went down to the basement to put laundry in the washer.,There was a pond behind my dad's house.,1
159,"['none', 'happy', 'content', 'loyal', 'Not sure', 'Happy', 'Loved', 'Content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My sister has been dating her boyfriend for 2 years.,Tara wanted to get into shape.,0
160,"['confused', 'SARROW', 'scared', 'strangled', 'choked']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",I heard the knock at the door.,He had something stuck around his neck.,1
161,"['frustrated', 'annoyed', 'angry', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But without power that was not an option.,All her life Susan wanted to be a teacher.,0
162,"['none', 'elated', 'euphoric', 'estatic', 'hopeful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He bought the ticket through a proxy.,"He knew his mom and dad couldn't afford one, though.",0
163,"['none', 'confident', 'determined', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She fights for a cause she believes in.,Gordo calls in sick to avoid giving a presentation.,0
164,"['none', 'injured', 'surprised', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Her boss fired her for talking on her phone too much.,The man fell down the stairs.,1
165,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He was able to walk to a house and call a tow truck.,They planned to stay there three days.,1
166,"['none', 'eager', 'happy.', 'anticipation']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Harry wore high top shoes before going to the roller coaster park.,Jimmy couldn't wait to go fishing.,1
167,"['overjoyed', 'excitement', 'content']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",John converted and now his life had meaning.,Everyone waited quietly for Beth to enter.,0
168,"['nervous', 'hardworking', 'self motivated', 'desire', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Taylor wanted to be a hockey player.,She didn't know if she wanted to go to school there.,0
169,"['accomplished', 'creative']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day he accidentally kicked it into his new neighbor's yard.,Mila was working on a sewing project.,1
170,"['disappointed', 'guilty', 'sad', 'sorry', 'hungry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Dennis had to replace the carpet.,He saw that Tom did not have anything.,1
171,"['joy', 'happiness', 'happy', 'infatuated', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Bob like Martha.,She looked through the binoculars and searched around for birds.,0
172,"['none', 'joyful', 'ecstatic', 'elated']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Each day, the kids left empty bowls of oatmeal in the sink.",She checked online and all the schools around her were closed.,1
