,emotion,plutchik,selection0,selection1,label
108,"['worried', 'annoyed', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He won't be able to play football until he gets better.,A man walked by it and gave it a look.,0
109,"['happy', 'cool', 'indifferent']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",As the neighborhood was poor it didn't belong to anyone there.,Nobody ever really noticed or cared.,1
110,"['determined', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Mel got a summer job at the ice cream parlor.,Some friends and I went trekking through the woods.,0
111,"['sad', 'angry', 'mad', 'upset', 'saddened']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",One day things got so bad and they got in a fight,I tried everything to get it out.,0
112,"['resigned', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She figured she would fail.,She decided to look for a second job.,0
113,"['happy', 'satisfied', 'blessed', 'good', 'child', 'cheerful']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","They played all day with the toys,  it was a good day.",His parents told him he was too young.,0
114,"['desperate', 'nervous', 'uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It clipped something on the coffee table.,"Suddenly, Missy needed to use the restroom.",1
115,"['happy', 'relief', 'active', 'content']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sarah never could get the recognition she deserved.,John is glad he got a cup of coffee.,1
116,"['relaxed', 'interesting']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He posted a lot of personal information.,"By the end of the evening, he turned out to be a pretty cool guy.",0
117,"['cared', 'happy', 'loved']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She accidentally hit the emergency brake.,"Lily has two white mice, Zeus and Zeke.",1
118,"['frustration', 'scared', 'anxious', 'uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Conner was sitting in his car seat very peacefully.,I always get nervous when I am not chewing gum.,1
119,"['tired', 'patient', 'impatient']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The doctor said I have celiac disease and had to give up beer.,I waited hours.,1
120,"['excited', 'nervous', 'love']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Later, Jim picked Michaela up for their date.","It was really bad, so I decided I need to go home to help him.",0
121,"['tired', 'cautious']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Every weekend the Jefferson's go to the park.,"He took it back home, and decided to play tetherball instead.",1
122,"['relieved', 'proud', 'alleviated', 'defeated', 'scared', 'nervous', 'angry', 'regretful']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Vivian didn't mind it because she was well-prepared.,I called the police and they eventually caught the killer.,1
123,"['awkward', 'nervous', 'anxious', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",But this week UPS announced that all overtime will be approved!,He put his pizza back on his plate and bowed his head.,1
124,"['frustrated', 'crazy', 'unappreciated', 'suspicious', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The officer looked at him like he was crazy.,Tom went to an automatic car wash.,0
125,"['curious', 'controlling', 'avoid']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","As a result, Eliza decided to not speak to her.",Tommy was always told to never watch a particular movie.,1
126,"['frustrated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Dottie realized the beatles were eating her rose bushes.,James figured it was worth it.,0
127,"['relieved', 'sad']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",She was very happy as the Red Sox won.,Danny put the mailbox back upright.,1
128,"['confused', 'imaginative']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She told me my standards were too high.,He would travel through all space and time.,1
129,"['excited', 'amused', 'anger', 'silly', 'surprised', 'guilty', 'embarrassed', 'ashamed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}","In the hallway, a teacher asked where his hall pass was.",She was mortified when she realized what she had done.,1
130,"['flirting', 'interested', 'shy']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She watched him through the shelf while pretending to look at boxes.,"At the end of the night, Tara had a realization.",0
131,"['embarrassed', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Delia was so ashamed that she started flossing daily.,The director asked Ned to help coach the team.,0
132,"['intrigued', 'curious', 'territorial']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There stood another dog of similar interest.,He ate it and luckily didn't get sick.,0
133,"['ready', 'determined']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",So he found a nice temporary job.,"To this day, it is her proudest sporting achievement.",0
134,"['sad', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 2, 'anticipation': 0}",He went to the interview and impressed the interviewer.,The next day he found it all wet and ruined.,1
135,"['serene', 'smart', 'confident']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Katie designed and sewed a dress and looked fabulous.,Theo didn't mind.,1
136,"['shocked', 'guilty', 'surprised', 'scared', 'sorry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Her parents were very proud but June craved for a B.,This caused all of the bikes to go falling over.,1
137,"['friendly', 'happy', 'content', 'positive']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of her friends went to classes with her.,The cheap flight ended up being worth the discomfort of middle seats.,0
138,"['fearful', 'worried', 'scared']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}","Against all better judgement, he made his way to his car.",She was so scared that her mom was going to scold her.,1
139,"['unlucky', 'fear', 'upset']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Unfortunately the sprayer was broken and Iris got too dark.,"When he unlocked the door of his house, he could hear a dripping noise",0
140,"['loving', 'happy', 'grateful', 'loved']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She tried to hold on but it was too much.,Carlin was enjoying the day after Thanksgiving with her family.,1
141,['happy'],"{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I wanted to find something different.,She didn't take any painkillers normally and decided not to this time.,0
142,"['attractive', 'important', 'happy', 'nervous', 'unimportant']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I loved beef jerky.,Ian had a crush on Kayla.,1
143,"['frustrated', 'angry', 'competent', 'responsible', 'scared', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Liz was a vegetarian because she liked all animals with faces.,The detective in the room told him he can see a lawyer in a few hours.,1
144,['bored'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Eventually Tim drank too much.,He had to pick someone he admired and write about him.,1
145,"['surprised', 'lucky', 'happy', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Heather decided to spruce up her living room.,My professor allowed her to take it tomorrow when he talked to her.,1
146,"['scared', 'helpless', 'uncomfortable', 'nervous', 'surprised', 'helpful', 'confused', 'wanted']","{'joy': 0, 'trust': 2, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Eventually she had fun.,He asked his friend for advice about the problem he had.,1
147,"['trust', 'guilty', 'disappointed', 'angry']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Her mom eventually found out.,Her coach talked her into pitching one game.,0
148,"['embarrassed', 'distressed', 'curious', 'distracted', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Her frail her caught on fire and she crashed her car.,Because i'm still reading even he stops pointing what to read.,1
149,"['joyful', 'happy', 'satisfied']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kia took her kite to the park.,She was relieved to see it was just what she needed.,1
150,"['disappointed', 'confused', 'worried', 'concerned', 'understanding']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Henry's wife calls him.,He realized she would be manic at times and depressed at others.,1
151,"['happy', 'proud', 'grateful', 'appreciated']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",William gave his mother the gift after their dinner.,"Though she missed her salary, Milly knew what was truly important.",0
152,"['excited', 'interested', 'happy', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He spotted a huge elk!,Then he saw that train rides were much more affordable.,1
153,"['nervous', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I wanted to take a guy on a date.,"Terrin moved back, but changed a lot.",0
154,"['hopeful', 'excited', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sally was already waiting with the dollar that her mother gave her.,Mason enters a raffle the group made for a free ticket to go.,1
155,"['excited', 'happy', 'eager', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",James and Taylor bought a new home.,They were to march at the homecoming football game.,0
156,"['hopeful', 'encouraged']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He stepped forward and ordered his favorite sandwich.,Holly had always wanted to pursue a Master's in Public Health.,1
157,"['disappointment', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}","He tried to catch one, without success.",He put flyers in all the mailboxes on his street.,0
158,['disheartened'],"{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 0, 'sadness': 3, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Joan lived next to a dumpster.,His friends brought food and drinks.,0
159,"['happy', 'accomplished']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He finally found his dream job.,We all had a blast throwing food.,0
160,"['nervous', 'excited', 'romantic', 'anxious', 'grateful', 'surprised', 'loved', 'happy', 'shy', 'proud']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Then, one of her guy friends admitted that it was him.","As a result, he dropped Stacy.",0
161,"['excited', 'special', 'desire']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","When I was done, I rinsed my mouth.",Tom wanted to stand out.,1
162,"['empowered', 'determined', 'accomplished']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",A person who was close to her helped her get up.,He challenged himself and hacked harder targets every day.,1
163,"['angry', 'joy', 'depressed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gina wanted to sit in her dad's car to be alone.,There was a lot of underage drinking at the party.,0
164,"['shocked', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 4, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 4}",She talked to her fiance about their decision.,A crab was inside the shell pinching his leg.,1
165,"['expectant', 'desire']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","One night at a restaurant, Tom got mad and threw a bun at Keira.",He decides he needs a good pair of gloves to keep his hands warm.,1
166,"['excited', 'anxious', 'trusting', 'happy']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kerri was taken into a chair as the staff washed her hair.,Jane had forgotten all about her date.,0
167,['happy'],"{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He did crafts every day while he was at the camp.,The only upside was that the pain was quick.,0
168,"['elated', 'happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Oscar drove home in his new car.,The dog got loose from Gale.,0
169,"['hopeful', 'excited', 'motivated', 'apprehensive', 'helpful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She told me it would be a great opportunity.,I found an incandescent flashing light which used less energy.,0
170,"['sad', 'angry', 'disappointed', 'pain']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",She went inside to put some ice on it.,Then she organized her clothes and put them back in.,0
171,"['sad', 'angry', 'disappointed']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 2, 'anticipation': 0}",One guest had not by the appointed start of dinner.,"I got accepted to college, but could not afford it.",1
172,"['angry', 'worried']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He said it had been really hard to wake me up.,The woman demanded its return.,1
173,"['frustrated', 'sad', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",His girlfriend came home and started to fight with him.,He tried to fix it but it wouldn't come back on.,1
174,"['satisfied', 'good', 'productive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The judge sentenced him to community service.,Fred had a job as a tree cutter.,1
175,"['justified', 'prepared']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She brought her umbrella with her on the bus.,All his roommates loved the smell.,0
176,"['joy', 'attentive', 'thoughtful', 'chivalrous', 'happy', 'accomplished']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of his papers fell out of his hands and into a puddle.,Grandma was able to finish cooking for the entire family!,1
177,"['anger', 'cleansed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}","Out of desperation, she used Mr Bubble.",She wouldn't speak a word but just continued to stare out the window.,0
178,"['happy', 'excited', 'positive']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The roaring water greeted him and welcomed him to salmon season.,He had a passion to change his country for better.,0
